sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
14917226,AUSTRIA,-1,,1.0,APPROVED,4329596,Austria,SNOMED,Observation,S,0,1,Location,223635007,19700101,20991231,
18351449,MOROCCO,-1,,1.0,APPROVED,4071834,Morocco,SNOMED,Observation,S,0,1,Location,223513007,19700101,20991231,
14575875,"SAMOA, AMERICAN",-1,,0.4891638159751892,APPROVED,4073023,American Samoan island,SNOMED,Observation,S,2,1,Location,224001000,19700101,20991231,
18916353,DEMOCRATIC REPUBLIC OF CONGO,-1,,0.6715593934059143,APPROVED,4072108,Congo,SNOMED,Observation,S,0,1,Location,223524009,19700101,20991231,
18909274,SWEDEN,-1,,1.0,APPROVED,4330441,Sweden,SNOMED,Observation,S,0,1,Location,223681007,19700101,20991231,
17527380,LUXEMBOURG,-1,,1.0,APPROVED,4329602,Luxembourg,SNOMED,Observation,S,0,1,Location,223669008,19700101,20991231,
18916566,NEW CALEDONIA,-1,,1.0,APPROVED,4075062,New Caledonia,SNOMED,Observation,S,0,2,Location,223393007,19700101,20991231,
14575938,LEBANON,-1,,1.0,APPROVED,4329590,Lebanon,SNOMED,Observation,S,0,1,Location,223612009,19700101,20991231,
16499560,SEYCHELLES,-1,,1.0,APPROVED,4072111,Seychelles,SNOMED,Observation,S,0,1,Location,223536003,19700101,20991231,
17343431,NORTHERN IRELAND,-1,,1.0,APPROVED,4328759,Northern Ireland,SNOMED,Observation,S,0,1,Location,223674000,19700101,20991231,
14852343,SPAIN,-1,,1.0,APPROVED,4328760,Spain,SNOMED,Observation,S,0,1,Location,223680008,19700101,20991231,
18916361,ERITREA,-1,,0.6453521847724915,APPROVED,40481806,State of Eritrea,SNOMED,Observation,S,0,1,Location,442064002,20090731,20991231,
18916569,NIGER,-1,,1.0,APPROVED,4075200,Niger,SNOMED,Observation,S,0,1,Location,223526006,19700101,20991231,
446993552,"MICRONESIA, NFD",-1,,0.32254353165626526,APPROVED,40479631,Federated States of Micronesia,SNOMED,Observation,S,0,1,Location,441580000,20090731,20991231,
18909392,DJIBOUTI,-1,,1.0,APPROVED,4073739,Djibouti,SNOMED,Observation,S,0,1,Location,223516004,19700101,20991231,
18916573,NIGERIA,-1,,1.0,APPROVED,4073748,Nigeria,SNOMED,Observation,S,0,1,Location,223565009,19700101,20991231,
14852352,PAPUA NEW GUINEA,-1,,1.0,APPROVED,4320161,Papua New Guinea,SNOMED,Observation,S,0,1,Location,223626000,19700101,20991231,
446993940,"MIDDLE EAST, NFD",-1,,0.5055715441703796,APPROVED,4330415,Middle east country,SNOMED,Observation,S,14,1,Location,223605000,19700101,20991231,
14855171,TAIWAN,-1,,1.0,APPROVED,4178927,Taiwan,SNOMED,Observation,S,0,1,Location,428675004,20080131,20991231,
18916574,NIUE,-1,,0.056477565318346024,UNCHECKED,4075804,Quebec,SNOMED,Observation,S,0,1,Location,224022006,19700101,20991231,
18909393,DOMINICAN REPUBLIC,-1,,1.0,APPROVED,4075641,Dominican Republic,SNOMED,Observation,S,0,1,Location,223703001,19700101,20991231,
446993161,"CHANNEL ISLANDS, NFD",-1,,0.6937030553817749,APPROVED,4319287,Channel islands,SNOMED,Observation,S,4,1,Location,223367000,19700101,20991231,
14855540,ISRAEL,-1,,1.0,APPROVED,4320157,Israel,SNOMED,Observation,S,0,1,Location,223609006,19700101,20991231,
18916578,NORFOLK ISLAND,-1,,0.6997120976448059,APPROVED,4072907,Norfolk,SNOMED,Observation,S,0,1,Location,223891004,19700101,20991231,
15467258,MALDIVES,-1,,1.0,APPROVED,4329585,Maldives,SNOMED,Observation,S,0,1,Location,223601009,19700101,20991231,
446993345,"NETHERLANDS ANTILLES, NFD",-1,,0.5667852163314819,APPROVED,4071813,Lesser Antilles island,SNOMED,Observation,S,11,3,Location,223389001,19700101,20991231,
17571717,BALTIC STATES,-1,,0.41248196363449097,UNCHECKED,4161694,State,SNOMED,Observation,S,0,1,Location,398070004,19700101,20991231,
18917093,"NORTH AFRICA, NEC",-1,,0.6294194459915161,APPROVED,4073736,North African country,SNOMED,Observation,S,5,1,Location,223509000,19700101,20991231,
18909303,"AMERICAS, NFD",-1,,0.22244082391262054,UNCHECKED,4075195,North America,SNOMED,Observation,S,0,1,Location,223503004,19700101,20991231,
446993824,"UNITED KINGDOM, CHANNEL ISL, ISLEMAN NFD",-1,,0.3415542244911194,APPROVED,4073020,Islands of United Kingdom of Great Britain and Northern Ireland,SNOMED,Observation,S,7,1,Location,223991003,19700101,20991231,
18916411,GAMBIA,-1,,0.815579354763031,APPROVED,4329867,The Gambia,SNOMED,Observation,S,0,1,Location,223569003,19700101,20991231,
18909317,ANGOLA,-1,,1.0,APPROVED,4075205,Angola,SNOMED,Observation,S,0,1,Location,223544003,19700101,20991231,
18917094,NORTHERN MARIANA ISLANDS,-1,,0.5840449333190918,UNCHECKED,4073887,Ionian island,SNOMED,Observation,S,5,1,Location,223824000,19700101,20991231,
14599029,VIETNAM,-1,,1.0,APPROVED,4330326,Vietnam,SNOMED,Observation,S,0,1,Location,223595001,19700101,20991231,
18916561,NEPAL,-1,,1.0,APPROVED,4330329,Nepal,SNOMED,Observation,S,0,1,Location,223602002,19700101,20991231,
14605559,NEW ZEALAND,-1,,1.0,APPROVED,4329593,New Zealand,SNOMED,Observation,S,0,1,Location,223625001,19700101,20991231,
18909318,ANGUILLLA,-1,,0.5227632522583008,APPROVED,4072008,Anguilla island,SNOMED,Observation,S,0,2,Location,223356001,19700101,20991231,
18916563,NETHERLANDS ANTILLES,-1,,0.7906962037086487,APPROVED,4071813,Lesser Antilles island,SNOMED,Observation,S,11,3,Location,223389001,19700101,20991231,
18917096,"OCEANIA AND ANTARCTICA, NFD",-1,,0.4545499384403229,UNCHECKED,4073732,Australasia,SNOMED,Observation,S,0,1,Location,223501002,19700101,20991231,
14617045,GERMANY,-1,,1.0,APPROVED,4330424,Germany,SNOMED,Observation,S,0,1,Location,223637004,19700101,20991231,
18909321,ANTIGUA AND BARBUDA,-1,,1.0,APPROVED,4071850,Antigua and Barbuda,SNOMED,Observation,S,0,1,Location,223698007,19700101,20991231,
20358779,952,-1,,0.0,UNCHECKED,0,Unmapped,,,,0,0,,,,,
18917097,OMAN,-1,,1.0,APPROVED,4330416,Oman,SNOMED,Observation,S,0,1,Location,223613004,19700101,20991231,
16025841,COSTA RICA,-1,,1.0,APPROVED,4330444,Costa Rica,SNOMED,Observation,S,0,1,Location,223691001,19700101,20991231,
14579116,IRAQ,-1,,1.0,APPROVED,4320308,Iraq,SNOMED,Observation,S,0,1,Location,223608003,19700101,20991231,
18917098,PALAU,-1,,0.4852910041809082,APPROVED,40481808,Republic of Palau,SNOMED,Observation,S,0,1,Location,442066000,20090731,20991231,
20359795,932,-1,,0.0,UNCHECKED,0,Unmapped,,,,0,0,,,,,
18917102,PANAMA,-1,,1.0,APPROVED,4073749,Panama,SNOMED,Observation,S,0,1,Location,223696006,19700101,20991231,
16029423,"SOUTHERN & EAST AFRICA, NEC",-1,,0.5245776772499084,APPROVED,4073743,South Africa,SNOMED,Observation,S,0,1,Location,223549008,19700101,20991231,
14579127,ARGENTINA,-1,,1.0,APPROVED,4073750,Argentina,SNOMED,Observation,S,0,1,Location,223713009,19700101,20991231,
20364006,203,-1,,0.0,UNCHECKED,0,Unmapped,,,,0,0,,,,,
16227452,IRELAND,-1,,0.5276464223861694,APPROVED,4330436,Iceland,SNOMED,Observation,S,0,1,Location,223667005,19700101,20991231,
18917105,PARAGUAY,-1,,1.0,APPROVED,4072764,Paraguay,SNOMED,Observation,S,0,1,Location,223720002,19700101,20991231,
14579142,PHILIPPINES,-1,,1.0,APPROVED,4320305,Philippines,SNOMED,Observation,S,0,1,Location,223592003,19700101,20991231,
140893932,AFRIKAANS,-1,,0.42840665578842163,UNCHECKED,4071830,Africa,SNOMED,Observation,S,0,1,Location,223498002,19700101,20991231,
14624108,SCOTLAND,-1,,1.0,APPROVED,4330439,Scotland,SNOMED,Observation,S,0,1,Location,223678002,19700101,20991231,
18917112,POLYNESIA (EXCL HAWAII) NEC,-1,,0.40570157766342163,UNCHECKED,4073340,Hawaii state,SNOMED,Observation,S,0,1,Location,224049006,19700101,20991231,
14624661,IRAN,-1,,1.0,APPROVED,4329588,Iran,SNOMED,Observation,S,0,1,Location,223607008,19700101,20991231,
446992631,NOT STATED,-1,,0.5087184906005859,UNCHECKED,4161694,State,SNOMED,Observation,S,0,1,Location,398070004,19700101,20991231,
14579174,SERBIA AND MONTENEGRO,-1,,0.6921990513801575,UNCHECKED,40483631,Montenegro,SNOMED,Observation,S,0,1,Location,442522008,20090731,20991231,
14646305,HONG KONG,-1,,1.0,APPROVED,4072011,Hong Kong,SNOMED,Observation,S,0,1,Location,223382005,19700101,20991231,
18916414,GAZA STRIP & WEST BANK,-1,,0.3192918300628662,UNCHECKED,4119834,Bank,SNOMED,Observation,S,0,1,Location,257568008,19700101,20991231,
446993562,"ANTARCTICA, NFD",-1,,0.5308946967124939,APPROVED,4072104,Antarctica,SNOMED,Observation,S,0,1,Location,223499005,19700101,20991231,
14579179,"SAMOA, WESTERN",-1,,0.6359639763832092,APPROVED,4330422,Western Samoa,SNOMED,Observation,S,0,1,Location,223631003,19700101,20991231,
17763527,UGANDA,-1,,1.0,APPROVED,4071840,Uganda,SNOMED,Observation,S,0,1,Location,223538002,19700101,20991231,
14647080,EAST TIMOR,-1,,0.7092291712760925,APPROVED,40479979,Democratic Republic of Timor-Leste,SNOMED,Observation,S,0,1,Location,441609008,20090731,20991231,
14579206,URUGUAY,-1,,1.0,APPROVED,4075648,Uruguay,SNOMED,Observation,S,0,1,Location,223723000,19700101,20991231,
446993452,"MELANESIA, NFD",-1,,0.2670758366584778,UNCHECKED,4329582,Indonesia,SNOMED,Observation,S,0,1,Location,223589002,19700101,20991231,
17771475,BULGARIA,-1,,1.0,APPROVED,4330429,Bulgaria,SNOMED,Observation,S,0,1,Location,223648006,19700101,20991231,
14647340,SUDAN,-1,,1.0,APPROVED,4075198,Sudan,SNOMED,Observation,S,0,1,Location,223518003,19700101,20991231,
14579231,ITALY,-1,,1.0,APPROVED,4328757,Italy,SNOMED,Observation,S,0,1,Location,223668000,19700101,20991231,
17774991,VANUATU,-1,,1.0,APPROVED,4320314,Vanuatu,SNOMED,Observation,S,0,1,Location,223630002,19700101,20991231,
18909372,CHANNEL ISLANDS,-1,,1.0,APPROVED,4319287,Channel islands,SNOMED,Observation,S,4,1,Location,223367000,19700101,20991231,
14648142,INDONESIA,-1,,1.0,APPROVED,4329582,Indonesia,SNOMED,Observation,S,0,1,Location,223589002,19700101,20991231,
18916407,GABON,-1,,1.0,APPROVED,4072109,Gabon,SNOMED,Observation,S,0,1,Location,223525005,19700101,20991231,
17805857,BANGLADESH,-1,,1.0,APPROVED,4329584,Bangladesh,SNOMED,Observation,S,0,1,Location,223598004,19700101,20991231,
14656403,FIJI,-1,,1.0,APPROVED,4320159,Fiji,SNOMED,Observation,S,0,1,Location,223622003,19700101,20991231,
18916425,GEORGIA,-1,,1.0,APPROVED,4329171,Georgia,SNOMED,Observation,S,0,1,Location,223375006,19700101,20991231,
15226334,KUWAIT,-1,,1.0,APPROVED,4329589,Kuwait,SNOMED,Observation,S,0,1,Location,223611002,19700101,20991231,
18916372,ETHIOPIA,-1,,1.0,APPROVED,4071835,Ethiopia,SNOMED,Observation,S,0,1,Location,223517008,19700101,20991231,
18916426,GHANA,-1,,1.0,APPROVED,4073745,Ghana,SNOMED,Observation,S,0,1,Location,223557006,19700101,20991231,
14656842,GREECE,-1,,1.0,APPROVED,4330430,Greece,SNOMED,Observation,S,0,1,Location,223651004,19700101,20991231,
15235366,VENEZUELA,-1,,1.0,APPROVED,4075649,Venezuela,SNOMED,Observation,S,0,1,Location,223724006,19700101,20991231,
18916378,"EUROPE,NFD",-1,,0.32870495319366455,APPROVED,4073733,Europe,SNOMED,Observation,S,0,1,Location,223502009,19700101,20991231,
18916429,GIBRALTAR,-1,,1.0,APPROVED,40480022,Gibraltar,SNOMED,Observation,S,0,1,Location,441648008,20090731,20991231,
15261815,CANADA,-1,,1.0,APPROVED,4075635,Canada,SNOMED,Observation,S,0,1,Location,223686002,19700101,20991231,
14658405,CHINA (EXCL SARs AND TAIWAN),-1,,0.5660767555236816,APPROVED,4329982,China,SNOMED,Observation,S,0,1,Location,223581004,19700101,20991231,
18909394,DOMINICA,-1,,1.0,APPROVED,4075640,Commonwealth of Dominica,SNOMED,Observation,S,0,1,Location,223702006,19700101,20991231,
18697497,UNITED ARAB EMIRATES,-1,,1.0,APPROVED,4330418,United Arab Emirates,SNOMED,Observation,S,0,1,Location,223618008,19700101,20991231,
15286781,VIRGIN ISLANDS (BRITISH),-1,,0.6950360536575317,APPROVED,4071714,British Virgin island,SNOMED,Observation,S,3,3,Location,223363001,19700101,20991231,
15113954,SRI LANKA,-1,,1.0,APPROVED,4320156,Sri Lanka,SNOMED,Observation,S,0,1,Location,223604001,19700101,20991231,
14761805,CAMBODIA,-1,,1.0,APPROVED,4329581,Cambodia,SNOMED,Observation,S,0,1,Location,223588005,19700101,20991231,
15304704,BOLIVIA,-1,,1.0,APPROVED,4073751,Bolivia,SNOMED,Observation,S,0,1,Location,223714003,19700101,20991231,
18916349,"AUSTRALIAN EXTERNAL TERRITORIES, NEC",-1,,0.5710502862930298,UNCHECKED,4329592,Australia,SNOMED,Observation,S,0,1,Location,223621005,19700101,20991231,
15113967,CYPRUS,-1,,1.0,APPROVED,4329599,Cyprus,SNOMED,Observation,S,0,1,Location,223649003,19700101,20991231,
15309894,QATAR,-1,,1.0,APPROVED,4329591,Qatar,SNOMED,Observation,S,0,1,Location,223615006,19700101,20991231,
15128985,JAPAN,-1,,1.0,APPROVED,4329983,Japan,SNOMED,Observation,S,0,1,Location,223583001,19700101,20991231,
14957206,SOUTH AFRICA,-1,,1.0,APPROVED,4073743,South Africa,SNOMED,Observation,S,0,1,Location,223549008,19700101,20991231,
14780028,UNITED STATES OF AMERICA,-1,,1.0,APPROVED,4330442,United States of America,SNOMED,Observation,S,0,1,Location,223688001,19700101,20991231,
15135030,962 - UK NFD,-1,,0.15518198907375336,UNCHECKED,4073335,Arizona - US state,SNOMED,Observation,S,0,1,Location,224041009,19700101,20991231,
18916340,"ASIA, NFD",-1,,0.36469653248786926,APPROVED,4071831,Asia,SNOMED,Observation,S,0,1,Location,223500001,19700101,20991231,
18909373,COMOROS (EXCL MAYOTTE),-1,,0.6000754237174988,APPROVED,4075203,Comoros islands,SNOMED,Observation,S,0,1,Location,223533006,19700101,20991231,
14801814,BOSNIA-HERZEGOVINA,-1,,0.6505162119865417,APPROVED,4330434,Bosnia - Herzegovnia,SNOMED,Observation,S,0,1,Location,223661006,19700101,20991231,
18909371,CHAD,-1,,1.0,APPROVED,4073741,Chad,SNOMED,Observation,S,0,1,Location,223523003,19700101,20991231,
20429915,956,-1,,0.0,UNCHECKED,0,Unmapped,,,,0,0,,,,,
14819902,CROATIA,-1,,1.0,APPROVED,4329601,Croatia,SNOMED,Observation,S,0,1,Location,223662004,19700101,20991231,
446992901,"KURDISTAN, NFD",-1,,0.10660994797945023,UNCHECKED,4072896,Sardinia,SNOMED,Observation,S,0,1,Location,223839004,19700101,20991231,
15046426,UKRAINE,-1,,1.0,APPROVED,4320321,Ukraine,SNOMED,Observation,S,0,1,Location,223657000,19700101,20991231,
15325299,BRAZIL,-1,,1.0,APPROVED,4075645,Brazil,SNOMED,Observation,S,0,1,Location,223715002,19700101,20991231,
14823112,SLOVENIA,-1,,1.0,APPROVED,4320295,Slovenia,SNOMED,Observation,S,0,1,Location,223679005,19700101,20991231,
15053032,HUNGARY,-1,,1.0,APPROVED,4320164,Hungary,SNOMED,Observation,S,0,1,Location,223638009,19700101,20991231,
15341275,PORTUGAL,-1,,1.0,APPROVED,4320170,Portugal,SNOMED,Observation,S,0,1,Location,223675004,19700101,20991231,
15374508,FINLAND,-1,,1.0,APPROVED,4320323,Finland,SNOMED,Observation,S,0,1,Location,223665002,19700101,20991231,
446993995,"NORTHERN AMERICA, NFD",-1,,0.4497813582420349,APPROVED,4075195,North America,SNOMED,Observation,S,0,1,Location,223503004,19700101,20991231,
15378349,"AFRICA, NFD",-1,,0.5061183571815491,APPROVED,4071830,Africa,SNOMED,Observation,S,0,1,Location,223498002,19700101,20991231,
446994273,SINT MAARTEN (DUTCH PART),-1,,0.3637818396091461,APPROVED,4075066,St. Maarten,SNOMED,Observation,S,0,2,Location,223402007,19700101,20991231,
18835484,LIBERIA,-1,,1.0,APPROVED,4073747,Liberia,SNOMED,Observation,S,0,1,Location,223562007,19700101,20991231,
18916385,FEDERATED STATES OF MICRONESIA,-1,,1.0,APPROVED,40479631,Federated States of Micronesia,SNOMED,Observation,S,0,1,Location,441580000,20090731,20991231,
18845722,PERU,-1,,1.0,APPROVED,4072765,Peru,SNOMED,Observation,S,0,1,Location,223721003,19700101,20991231,
18916391,FRENCH GUIANA,-1,,1.0,APPROVED,4071997,French Guiana,SNOMED,Observation,S,0,1,Location,223853004,19700101,20991231,
19063558,5202,-1,,0.0,UNCHECKED,0,Unmapped,,,,0,0,,,,,
18916358,EQUATORIAL GUINEA,-1,,1.0,APPROVED,4071846,Equatorial Guinea,SNOMED,Observation,S,0,1,Location,223556002,19700101,20991231,
15415277,WALES,-1,,1.0,APPROVED,4329605,Wales,SNOMED,Observation,S,0,1,Location,223683005,19700101,20991231,
14575334,AUSTRALIA,-1,,1.0,APPROVED,4329592,Australia,SNOMED,Observation,S,0,1,Location,223621005,19700101,20991231,
